id,tanggal,platform,topik,teks,label
164,2026-03-28,YouTube,MBG,Jujur bnget,Negatif
165,2026-03-28,YouTube,MBG,"Di Pikiran Pejabat2 & Penguasa2 : ""Rakyat2 mau Komplain2/Teriak2/Maki2 apapun, Masa Bodoh amat aja, kami anggap itu hanya spt Anjing Menggonggong, Khafilah Berlalu aja, kami tetap Jalankan System kami, yaitu kami tetap Rampok & Rampok semaksimal2nya selama Kami Berkuasa""",Negatif
166,2026-03-28,YouTube,MBG,"Diharuskan buat daftar budget untuk MBG seluruh indonesia, jd wali murid penerima manfaat bisa menilai apakah menu disetiap harinya sesuai tdk dg budget yg sdh ditetapkan. Krn kl begini terus yg makan bergizi bukan penerima manfaat td pengelola dapurnya...😂",Negatif
167,2026-03-28,YouTube,MBG,MBG menjadi lubuk emas pejabat menkayakan diri dan keluarga,Netral
168,2026-03-28,YouTube,MBG,Bayangkan geesss ini akan berjalan 5 tahuuuuunn,Negatif
169,2026-03-28,YouTube,MBG,"Lahhhh bener,, ayolahhh jngan bikin negeri ini makin hancur",Negatif
170,2026-03-28,YouTube,MBG,"Sgt kurang ajar pengelolah MBG di kota Palu ini, sebaiknya diberi sangsi berat.",Negatif
171,2026-03-28,YouTube,MBG,"Maaf yaa 
Klo boleh kasih tau angaran 15 ribu per orang itu blum bersih karena masih kepotong buat yg lain nya. Aku denger mungkin 15 itu yg buat jatah beli bahan makanan paling 13 ribu yg 2 ribu buat ini ono! Bayangin klo 13 ribu buat beli makanan kira kira bisa dapet apa yaa 😊????",Negatif
172,2026-03-28,YouTube,MBG,Mbg sebenarnya program bagus klau anggaranya ada trus pelaksanaanya sesuai dg ketentuan dan kebutuhan nutrisi anak perharinya..tp klau menunya seperti itu aduhhhhh bingung ngomongnya,Negatif
173,2026-03-28,YouTube,MBG,"jangan di besar2 kan lah.., sapi_nya masih di potong bu.., lele_nya juga masih proses tangkap. sabar y bu...",Negatif
174,2026-03-28,YouTube,MBG,Rusak sudah negara ini😢,Negatif
175,2026-03-28,YouTube,MBG,Pak prabowo apakah tdk pernah liat berita di tv ato di youtube??  Betapa ancurnya program yg diandalkannya yg stiap pidato slalu diomongin ato dia sengaja bagi2 duit secara ilegal...,Negatif
176,2026-03-28,YouTube,MBG,Harusnya DPR peka terkait hal ini tapi yg jadi masalah karena sebagian besar pemilik dapur MBG adalah anggota DPR😂,Negatif
177,2026-03-28,YouTube,MBG,"Makin hari makin menyedihkan,Sudah sangat diluar batas normal. Program yg katanya Gizi, faktanya adalah Racun. Program yg meracuni generasi muda agar menjadi pribadi yg malas, bergantung kpda pihak lain dan bermental babu alias jongos. Program MBG faktanya hanya utk memperkaya para pengelola dapur, pemilik modal dan memiskinkan rakyat...ini melanggar HAM krn telah merampok anggaran pendidikan yg merupakan investasi rakyat utk masa depan bangsa ini....

Ampuuun dah rezim ini😭😭😭",Negatif
178,2026-03-28,YouTube,MBG,"Astafitulaa,benarkataibuguruini,ttp program MBG adlprogram mantan presidenbpk jokowidodo.",Positif
179,2026-03-28,YouTube,MBG,"pantesan bnyak dikritik, rupanya macam itu. kmi baru tau soalnya anak kmi di kampung di Kalbar blum nyampe mbg tsb",Negatif
180,2026-03-28,YouTube,MBG,"Setelah saya pelajari masalah MBG ini ada sebuah taktik pasar yg di lakukan untuk memancing investor masuk, karena jika di lihat dari nilai gizinya sangat jauh dari nilai gizi makanan yg semestinya di peroleh oleh asupan tubuh, apalagi anak anak,namun metode ini di lakukan untuk menyerap ketertarikan investor, semoga saja kedepan mungkin lebih baik,atau makin gak jelas arahnya tergantung presiden 😂😂😂😂😂",Negatif
181,2026-03-28,YouTube,MBG,PEMERINTAH BENAR-BENAR RUSAK DI MULAI ERA JOKOWI LANJUT PRABOWO,Netral
182,2026-03-28,YouTube,MBG,"hr ini anak sy SD kls 2 mendapatkan mbg berupa ubi rebus 1 biji, buah anggur merah 3 biji, susu kotak kecil 1 biji dan kacang rebus 5 helai... 
pdhl drmh jg ga gtu gtu amat menu makan nya..
cb deh yg diatas yg pd ""pinter"" pikirin ulang semuanya ini...",Positif
183,2026-03-28,YouTube,MBG,"WOWO.... 
AYO BILANG ""HIDUP JOKOWI""😂😂😂😂",Negatif
184,2026-03-28,YouTube,MBG,Liat itu pak tua Prabowo,Netral
185,2026-03-28,YouTube,MBG,Kasian si ibu bicara sama orang2 budeg...,Negatif
186,2026-03-28,YouTube,MBG,Itu dapur mbg harus di geruduk,Negatif
187,2026-03-28,YouTube,MBG,Syukuri saja...,Positif
188,2026-03-28,YouTube,MBG,"Mbg hanya jdi ladang korupsi bos, smua rata"" Ya segitu",Negatif
189,2026-03-28,YouTube,MBG,Alhamdulillah modal 5rbu bisa untung 20ribu x banyak 😂😂😂😂😂😂😂,Positif
190,2026-02-26,YouTube,MBG,Di cianjur tengok.. Makin kesini makin aneh,Negatif
191,2026-02-26,YouTube,MBG,Korupsi legal berizin,Negatif
192,2026-02-26,YouTube,MBG,"Kalo hanya protes tidak ada guna, ditolak adalah jalan terbaik. Ingat uang uang APBN yang mereka hamburkan , bukan uang Prabowo.",Negatif
193,2026-02-26,YouTube,MBG,Menu MBG semakin ngehek ....,Negatif
194,2026-02-26,YouTube,MBG,"Mungkin harga bahan-bahan nya agak mahal jadi di sesuaikan porsi nya dengan bajad yang di tentukan, 10 rb untuk bahan dan 5 ribu untuk upah, operasional lapangan.",Positif
195,2026-02-26,YouTube,MBG,Kata si PIGai yang menolok melanggar ham 🤣🤣🤣🤣🤣,Negatif
196,2026-02-26,YouTube,MBG,Memang dari awal MBG sdh jadi lahan basah korupsi,Negatif
197,2026-02-26,YouTube,MBG,"Kecewa, mengkritik, marah, mengumpat-umpat dari orang tua siswa hingga ketua BEM UGM. 
Terus apa hasilnya? 
Coba yang faham hukum, mungkinkah rakyat/kelompok rakyat/perorangan mengajukan ""gugatan"" hukum atau apa namanya pada pemerintah agar mau menghentikan sementara hingga segala carut marut program MBG dapat dicarikan solusi?",Negatif
198,2026-02-26,YouTube,MBG,"emang proyek korupsi yg dilegalkan negara MBG ini, yg dpt jatah ya polisi tentara teman2 partainya 😮‍💨",Negatif
199,2026-02-26,YouTube,MBG,Ini sistem korupsi berkedok makanan gratis,Negatif
200,2026-02-26,YouTube,MBG,"MBG menciptakan ketergantungan, karena terbiasa DILOLOH tanpa mengerti proses untuk mendapatkan biayanya",Negatif
201,2026-02-26,YouTube,MBG,Bgtulah....kyknya apa ya,Negatif
202,2026-02-26,YouTube,MBG,"iti MBG buat Babi bukan untuk manusia...harus di ganti dengan di berikan uang saku 30 ribu perhari untuk setiap siswa . dari pada uang korupsi yang di sita banyak di kejaksaan agung, bikin apa numpuk uang di situ...",Negatif
203,2026-02-26,YouTube,MBG,Indonesia mental para  pejabat dan aparat ya suka koruptor.Indonesia sudah bubar alias di korup pejabat dan aparat ya.,Negatif
204,2026-02-26,YouTube,MBG,Sejalan dgn wakil rakyat yg tidak mendengarkan rakyatnya,Negatif
205,2026-02-26,YouTube,MBG,Kalau tidak sesuai makanan tolak MBG lihat buka itu mata,Negatif
206,2026-02-26,YouTube,MBG,Mbg makin banyak garong,Negatif
207,2026-02-26,YouTube,MBG,Bukan salah presidennya tp memang orang orang d bawah bnyk mental bandit,Negatif
208,2026-02-26,YouTube,MBG,Hapus saja jadi ladang korupsi,Negatif
209,2026-02-26,YouTube,MBG,"MBG kan mega korupsi terbaru bagi"" uang utk karangan tertentu",Netral
210,2026-02-26,YouTube,MBG,Suru presiden Prabowo makan  mBg supaya Prabowo  pintar Engak lg omon omon,Negatif
211,2026-02-26,YouTube,MBG,Bikin mencret,Negatif
212,2026-02-26,YouTube,MBG,"Sma anak saya,jeruk 1,telur ayam 1,kurma 3 biji...",Positif
213,2026-02-26,YouTube,MBG,"Semuanya harus bersuara, tolak tolak",Negatif
214,2026-02-26,YouTube,MBG,"CEO  MBG ,  komen lah....mosok omon omon",Negatif
215,2026-02-26,YouTube,MBG,"Negara berhutang aja lalu bagikan uang ke rakyat,lercuma utang juga ga lunas lunas.jafi bagiin aja 1 orang 25.000.000",Negatif
216,2026-02-26,YouTube,MBG,MBG program  prooritas korupsi berjamaah...tanggung jawab di  dunia akhirat tuh,Negatif
217,2026-02-26,YouTube,MBG,Mrk sdh pd butaa,Negatif
218,2026-02-26,YouTube,MBG,Lanjutkan MBG biar korupsi lancar sampai negara miskin😂,Negatif
219,2026-02-26,YouTube,MBG,Korupsi yang diilegalkan ya…. ngerikkkk,Negatif
220,2026-02-26,YouTube,MBG,ITU KORUPSI BERJAMAAH DAN TERANG TERANGAN,Negatif
221,2026-02-26,YouTube,MBG,"Wowo mana mau lihat,,",Negatif
222,2026-02-26,YouTube,MBG,Ladang bisnis dan ladang koruptor baru bagi kroni kroni pejabat buat cepat kaya.PEMERINTAH BUTA MATA TULI TELINGA FAKTA TIDAK SESUAI KATA KATA KETUA MBG YANG KONON SETIAP JARI POTONG SAPI.MUNGKIN KETUA MBGNYA SEHARI BISA BELI BERIBU RIBU EKOR SAPI UNTUK MEMPERKAYA DIRI DAN KRONI.SEMUA ITU HANYA LAHAN BISNIS YANG BERKEDOK MBG.TAPI MINIM NILAI GIZI BAHKAN TAK LAYAK KONSUMSI,Negatif
223,2026-02-26,YouTube,MBG,sehari mbg untung brp? 😂,Negatif
224,2026-02-26,YouTube,MBG,Hah benar2 korupsi berjamaah di depan mata lewat prohram MBG,Negatif
225,2026-02-26,YouTube,MBG,PENDIDIKAN GRATIS itu lebih BAIK,Positif
226,2026-02-26,YouTube,MBG,Lanjutkan perjuanganmu bapak ibu guru..hak anda dirampas mereka dan kroninya 😢😢,Negatif
227,2026-02-26,YouTube,MBG,MAKANAN BER-GIZI KOK GITU?🤔😢,Negatif
228,2026-02-26,YouTube,MBG,Udah aj ...hentikan pembodohan ini,Negatif
229,2026-02-26,YouTube,MBG,"Bahaya buk, bisa2 di teror kek ketua bem ugm",Negatif
230,2026-02-26,YouTube,MBG,"Bener benar bukan efeaiensi lagi ini, pembaziran rusak bangsa ini",Negatif
231,2026-02-26,YouTube,MBG,"kalau guru masih punya nurani, spt dg ibu guru ini. Harus ada gerakan peduli anak murid dari  para guru, yg dilakukan secara nasional. Lebih ada aksi yg lebih massive untuk membatalkan semua program tsb. itu sampah plastiknya berapa banyak?",Negatif
232,2026-02-26,YouTube,MBG,Tolsk mbg di sekolah,Negatif
233,2026-02-26,YouTube,MBG,"Tinggal dimakan aja koq repot, sok pinter lho",Negatif
234,2026-02-26,YouTube,MBG,alasan untuk k*rupsi.,Negatif
235,2026-02-26,YouTube,MBG,"Udah nyusahin rakyat, nambah kerjaan guru dan maling berkedok gratis. 
Hai jokowi prabowo gila ente nyiksa rakyat kayak gini.",Negatif
236,2026-02-26,YouTube,MBG,"Udah di jelaskan kalau yg jadi makann itu 8 ribu saja
3 ribu gaji karyawan, 2 ribu sewa tempat, 2 ribu pemeliharaan alat. Inimah gayanya doang. Pake ompreng pake kryawan pake sopir. Isinya twkur rebus. Emang prorgramnya yg bermasalah. Perkara mudh di persulit.",Negatif
237,2026-02-26,YouTube,MBG,MBG = mALING bERKEDOK gIZI,Negatif
238,2026-02-26,YouTube,MBG,Mending duit ajah buat jajan,Negatif
239,2026-02-26,YouTube,MBG,Banyak korupsi mending di hentikan,Negatif
240,2026-02-26,YouTube,MBG,Proyek 'KORUP' ?!! 😅,Negatif
241,2026-02-26,YouTube,MBG,Jauh dari gisi mending mamak aja yg masak buat anak,Positif
242,2026-02-26,YouTube,MBG,"MAU BILANG PRESIDEN DAN JAJARANNYA....... BUDEG...
UDAH BANYAK ADUAN GINI.....
DIAM AJA...

TAPI TAKUT DI PIDANA....

NGGA JADI BILANG DEH...
PRESIDEN DAN JAJARANNYA NGGA BUDEG KOQ......",Negatif
243,2026-02-26,YouTube,MBG,Benar Bu nggak usah takut membela yg benar,Positif
244,2026-02-26,YouTube,MBG,Udah paling bener duit aja kaya di jabar,Negatif
245,2026-02-26,YouTube,MBG,"Sama aja disemua daerah seperti itu, harusnya ada pengawas independen, bukan dari internal, memang pembodohan",Negatif
246,2026-02-26,YouTube,MBG,"kami untuk 3 hari susu 1 ,kue 3 Bks, kacang 3 bungkus, korma 3 biji, telor  ayam 1 and telor puyuh 4 butir. kalau di hitung ngk cukup juga 15.000x3 hari 45.000 ngak cukup juga. 😅😅😂",Negatif
247,2026-02-26,YouTube,MBG,iya mah buk...,Netral
248,2026-02-26,YouTube,MBG,"buk,mbg hnya kedok,itu smua bntuk lmbaga korupsi terbesar yg di resmikan presiden dan wakilnya",Negatif
249,2026-02-26,YouTube,MBG,Udah jangan banyak protes kan gratis paling2 mencret yg penting itu program korupsi lancar masak ga tau sih ini negara udah terlanjur terkenal lewat jalur korupsi,Negatif
250,2026-02-26,YouTube,MBG,Jadinya rakyat perut GEMOY apa bikin jadi pintar berpikir ☠️ MBG PEMBODOHAN 🇮🇩,Negatif
251,2026-02-26,YouTube,MBG,"BERASA BAKAL DIGUBRIS, KAN EMANG DARI AWAL BAGI2 JATAH UNTUK KRONI2NYA. MENDING SANJUNG2 SAJA DEH PROGRAMNYA, KAN PILIHANNYA SENDIRI GAK USAH KRITIK.😊",Negatif
252,2026-02-26,YouTube,MBG,"15 ribu dipotong 3 ribu gaji karyawan, 2 ribu sewa tempat, 2 ribu peremajaan. Gayanya di antar pake mobil khusus, isinya telur rebus. Yg bisa di masak sama ibunya di rumah tampa gaya2an. 

Ini namanya negara narsis. Bergaya sok2an dapur stndar, ada bgn lagi. Padahal isinya telur rebus, kacang goreng. Aduh miris sekali",Negatif
253,2026-02-26,YouTube,MBG,"dana dari pemerintah udah mantep, tapi ini yg punya dapur yg bermaslah",Negatif
254,2026-02-26,YouTube,MBG,PROGRAM DUNGU SI WOWO,Positif
255,2026-02-26,YouTube,MBG,"Proyek gendut....korupsi berjamaah dr atas sampe bawah takjir melintir,tunggu waktu aja kssus mbg ini pasti akan dibongkar",Negatif
256,2026-02-26,YouTube,MBG,"Program mbg.hanya di jadikan bahan pendapatan,bagi org"" tertentu/korupsi",Negatif
257,2026-02-26,YouTube,MBG,Negara rugi besar klo gini caranya..,Negatif
258,2026-02-26,YouTube,MBG,"Pragrom korupsi massal, dan ironisnya dibiarkan saja korupsinya brlanjut terus, bagi2 jatah mafia berkedok pemerintah, bandit semua kabinet prabowo",Negatif
259,2026-02-26,YouTube,MBG,Kelemahan presiden terlalu percaya bawahan. Dan tidak sidak mendadak didaerah .hancur repitasinya  dikibulin bawahan maling semua. Terutama ketua BGN rakusnya melebihi 9 naga. Seperti duri dalam daging,Negatif
260,2026-02-26,YouTube,MBG,Relawan sikat koruptor?dimana?.?,Negatif
261,2026-02-26,YouTube,MBG,Itu kpl pengolola dana cek dan proses terbukti pejarakan..sepotong roti telor puyuh tamsuk berapa harganya kira 2 tdk LBH dari 7000 sisa nya kmn cek.,Negatif
262,2026-02-26,YouTube,MBG,pembodohan.program bodoh selama indonesia merdeka,Negatif
263,2026-02-26,YouTube,MBG,Mega korupsi yang di legalkan presiden sungguh miris.,Negatif
264,2026-02-26,YouTube,MBG,"lagian ini bulan puasa, masih dikasih juga, itu orang bego atau kafir",Negatif
265,2026-02-26,YouTube,MBG,"Sama, anakku SD hari senin dpt 1 roti 3 kurma 1 susu kotak kecil😂😂😂, korupnya luar biasa",Negatif
266,2026-02-26,YouTube,MBG,Mbg bobrokkkkkkkkk😂😂😂😂,Negatif
267,2026-02-26,YouTube,MBG,"itu mending,didaerah saya menu MBG hari ini cuma sepotong roti,kurma 4 biji sama pisang masih mentah,kan terlalu banget.
ini benar² ga amanah.
program GAGAL PRABOWO,klo prabowo bangga dengan program ini brati tolol",Negatif
268,2026-02-26,YouTube,MBG,Di daerah  subang  Jawa Barat  di sekolah SD jati baru desa padamulya Cipunagara  bingkisan mbg sama kaya gitu buuuuu,Positif
269,2026-02-26,YouTube,MBG,Percuma Bu diviralkan jg gak ngaruh... Pemerintah nya kan buta tuli bodoh dan bangsat,Negatif
270,2026-02-26,YouTube,MBG,"Hanya bisa tersenyum,,, program unggulan.. Kwkwkwk",Negatif
271,2026-02-26,YouTube,MBG,CARA KORUPSI DI INDONESIA ADA SAJA JALANNYA,Netral
272,2026-02-26,YouTube,MBG,Tanya ke diri kalian.kapan negara bikin rakyat senang😂😂,Negatif
273,2026-02-26,YouTube,MBG,Sudah hidup di negara ini puluhan tahun masih aja percaya dan mau ikut berpartisipasi mensukseskan pemilu😂goblok senegara,Negatif
274,2026-02-26,YouTube,MBG,Kalian makan tu demokrasi,Netral
275,2026-02-26,YouTube,MBG,Udah males bekoar,Negatif
276,2026-02-26,YouTube,MBG,"Percuma teriak2,suwara rakyat g laku",Negatif
277,2026-02-26,YouTube,MBG,Klau PGRI kompak nolak mbg...bkal gk jln mbg,Negatif
278,2026-02-26,YouTube,MBG,Sesekali yg korupsi biar rakyat yg hukum pak.jangan polisi,Negatif
279,2026-02-26,YouTube,MBG,Pak prabowo.program MBG cuma ngenyangi koruptor pak pak,Negatif
280,2026-02-26,YouTube,MBG,"dari pada makan fratis, medingan biaya pendidikan sampai kuliah yg benar-benar gratis",Positif
281,2026-02-26,YouTube,MBG,"Alangkah baiknya, MBG di ganti uang, biar tidak ada penylewengan.",Negatif
282,2026-02-26,YouTube,MBG,"Sudahlah pk presiden ,,,,hentikan mbg,,,ini,,,,",Negatif
283,2026-02-26,YouTube,MBG,1000000% pembodohan sampah dikata bergizi. Lah kita ini manusia berotak dianggap apa?,Negatif
284,2026-02-26,YouTube,MBG,Bukan main .. bukannya sabar... Ntr juga dapet jatahnya ibu,Negatif
285,2026-02-26,YouTube,MBG,DPR gqk bs hentikan soalnya udah dapat 20% dr tender 😂😂😂,Netral
286,2026-02-26,YouTube,MBG,"Lucunya reaksi anakku dapat MBG berupa antara lain ubi 2 potong,,,,  dilain hari dapat telur bebek sudah agak busuk,,, nggak dimakan karena aromanya sdh bikin mual maka pas dapat telur lagi trauma trus dikasihkan temannya,,,
Kenapa ya indonesia selalu aja ada yg ""LUCU-LUCUan "" kayak gini kalo menyangkut duit,,,,??",Negatif
287,2026-02-26,YouTube,MBG,Dri sini paham kan??? Siapa yg di untung kan???,Negatif
288,2026-02-26,YouTube,MBG,"2:38 
MBG di bulan Ramadhan harusnya lebih banyak dan bergizi  ... 
Karena tidak cuci Ompreng harus nya lebih hemat kan",Positif
289,2026-02-26,YouTube,MBG,Kurupsi berkedok mbg ..,Negatif
290,2026-02-26,YouTube,MBG,"Wah..kami yg di banjarbaru kalsel isi nya pun sama bu...,kasihan anak² yg ortunya ngandelin jatah MBG..bisa kurang gizi,kl saya masih bawain bekal sehat dr rumah.",Negatif
291,2026-02-26,YouTube,MBG,",kata Prabowo bilng bocor bocor uang negara tapi dia buang buang uang di MBG",Negatif
292,2026-02-26,YouTube,MBG,"Kalau pengin kaya berhentilah berbisnis jualan 
Segera jual Di MBG saja karenah harganya lebih mahal",Negatif
293,2026-02-26,YouTube,MBG,Lebih bagus pemimpin nya p.jokowi,Positif
294,2026-02-26,YouTube,MBG,malah ada bubur kacang ijo dan telur rebus dan pisang di jakarta,Positif
295,2026-02-26,YouTube,MBG,korupsi terencana dari presiden mungkin akan di usut setelah prabowo tidak menjabat,Negatif
296,2026-02-26,YouTube,MBG,Ke pusingan rakyat indo cuma pendidikan dan kesehatan cba anggaran trsbt dialihkan utk pendidikan dri mulai sd sampai kuliah baik negeri ataupun swasta dijamin negara bgtu juga kesehatan. Toh juga sekolah negeri tdk bsa menampung anak2 Indonesia. Toh juga klo tdk bsa sekolah tdk bsa dpt MBG. Cba cek deh pemilik dapur BGN pasti anak2 pejabat atau masih ada hubungan sanak kerabat,Negatif
297,2026-02-26,YouTube,MBG,Sebentar lagi beliau2 akan dipanggil.Selamat berjuang bu guru,Positif
298,2026-02-26,YouTube,MBG,"Cibitung Bekasi ,MBG di sekolah kmpng  ku menu tintuk tiga hari di ke siswa harga 15 ribu an banyak keuntungan tuh kepala dapur",Positif
299,2026-02-26,YouTube,MBG,Iya kan di bilangnya udah di kasih untung,Netral
300,2026-02-26,YouTube,MBG,😂😂😂😂 MBG makanan kampret buat anak,Negatif
301,2026-02-26,YouTube,MBG,"Itulah suara kebenaran , dengerin tu Mbah Wowo.",Negatif
302,2026-02-26,YouTube,MBG,Saya Lina di Pontianak kenapa menhina pakbowo kalau Enda suka mbg udah Jagan Portes,Negatif
303,2026-02-26,YouTube,MBG,😂😂 bubarin bubarin .. bikin malu semua .. sama ibu di sana di bogor gunung putri juga .. kurma ada  belatungny apel busuk 😂😂 kasus lama lama pa prabowo .. kasih mamah nya aja 15rb audit lagi buat siswa nya bagiin secara adil adil nya,Negatif
304,2026-02-26,YouTube,MBG,Dari awal sdh pesimiss...😅,Negatif
305,2026-02-26,YouTube,MBG,1anak 10rb 30hari 3jt... buat bli buku lks alat sekolahan pasti lbih jos ... dalam arti sekolah gratis tis tis tanpa model gratis tapi buku bayar😂,Positif
306,2026-02-26,YouTube,MBG,Dikritik kok marah 😅,Negatif
307,2026-02-26,YouTube,MBG,"Pemerintah merem, ga mau tau
Buka peluang korupsi, semakin ngawur MBG ini",Negatif
308,2026-02-26,YouTube,MBG,Mantap ibu jangantakut,Positif
309,2026-02-26,YouTube,MBG,biaya besar....kok lebih baik jumat berkah,Negatif
310,2026-02-26,YouTube,MBG,"BAGUUUUUS AYOOO DOONG PARA GURU MASA KALIAN TAKUT SAMA SATU ORANG ,,,,,KALIAN KAN GURU BANYAK JANGAN PADA DIAM AJA,,,UNTUK MELAWAN PENJAJAH KITA PERLU ORANG ORANG PEMBERANI,,,",Negatif
311,2026-02-26,YouTube,MBG,"Ambyarrrrrr...
MBG : Makanan beracun gratissss😂😂😂",Positif
312,2026-02-26,YouTube,MBG,Sm bu di ja😢wa timur jg sm menunya roti tawar kurma 4 biji susu kotak kecil,Netral
313,2026-02-26,YouTube,MBG,"Guru memburuk-burukan MBG karna gaji orang MBG lebih tinggi dari gaji pegawai.siswa bukan satu orang,dan MBG bukan sehari dibagi makanan.makanan yg dibagi lumayan",Negatif
314,2026-02-26,YouTube,MBG,"Itu uang rakyatmu hai pak presiden, jangan sesuka udelmu kau Menyelewengkan Jabatanmu untuk membodohi Rakyatmu...",Negatif
315,2026-02-26,YouTube,MBG,"La kan 15rb dipotong sopir,armada,yang bungkus dan yang ngatur"" 😂😂😂😂😂 jadi sampai disekolahan sekitar 6rb sampai 9 rb 😂😂😂",Negatif
